INSEE_DEP;NOM_COM_M;POPULATION;Nb_Ventes;PrixMoyen_M2
36;RUFFEC;592;5;873
36;NEUVY PAILLOUX;1209;5;995
36;CONCREMIERS;650;5;1105
36;VELLES;996;5;1206
36;TENDU;648;5;1235
36;PARNAC;503;5;711
36;FLERE LA RIVIERE;560;5;982
36;VICQ SUR NAHON;735;5;781
36;SAINT DENIS DE JOUHET;972;4;1023
36;NOHANT VIC;456;4;885
36;VERNELLE;749;4;742
36;BOUGES LE CHATEAU;268;4;904
36;THENAY;887;4;746
36;ROUVRES LES BOIS;291;4;623
36;POULIGNY NOTRE DAME;716;4;685
36;TRANZAULT;353;4;837
36;MARON;772;4;1313
36;CUZION;443;4;857
36;CHEZELLES;477;4;970
36;URCIERS;246;4;852
36;SAINT PLANTAIRE;600;4;780
36;ETRECHET;997;4;1506
36;MERIGNY;535;4;577
36;CREVANT;725;4;832
36;CLION;1043;4;1191
36;SAINT FLORENTIN;539;4;867
36;POMMIERS;243;4;877
36;BOUESSE;433;4;771
36;SAZERAY;305;4;897
36;FOUGEROLLES;345;4;800
36;SAINT CHRISTOPHE EN BAZELLE;389;3;753
36;VILLENTROIS FAVEROLLES EN BERRY;913;3;839
36;ECUEILLE;1289;3;971
36;LIGNAC;463;3;1025
36;GUILLY;243;3;909
36;NURET LE FERRON;308;3;1002
36;MONTGIVRAY;1613;3;2291
36;SAINT BENOIT DU SAULT;607;3;912
36;ORSENNES;765;3;809
36;VILLEGOUIN;339;3;984
36;DOUADIC;445;3;846
36;MARTIZAY;962;3;859
36;LUZERET;152;3;597
36;CIRON;566;3;1025
36;MENOUX;428;3;983
36;VEUIL;375;3;683
36;PERASSAY;361;3;593
36;AZAY LE FERRON;861;3;747
36;PELLEVOISIN;767;2;538
36;VICQ EXEMPLET;319;2;974
36;MONTCHEVRIER;454;2;1319
36;GARGILESSE DAMPIERRE;292;2;424
36;SEMBLECAY;102;2;785
36;GEHEE;258;2;1333
36;PALLUAU SUR INDRE;780;2;1039
36;MOUHET;447;2;1223
36;BAUDRES;444;2;820
36;HEUGNES;397;2;995
36;PAUDY;464;2;795
36;PAULNAY;328;2;1076
36;MALICORNAY;190;2;1258
36;NEUILLAY LES BOIS;664;2;913
36;SAINT MEDARD;46;2;1303
36;AMBRAULT;899;2;833
36;CLERE DU BOIS;252;2;3022
36;LINIEZ;326;2;962
36;NEONS SUR CREUSE;395;2;1192
36;CELON;412;2;624
36;SAINTE FAUSTE;276;2;1239
36;CEAULMONT;728;2;1372
36;SAINT HILAIRE SUR BENAIZE;307;2;978
36;CHAVIN;272;2;695
36;SAINTE GEMME;265;2;1406
36;MEOBECQ;367;2;635
36;MEUNET PLANCHES;175;2;896
36;INGRANDES;319;2;831
36;ARGY;607;2;1065
36;VIGOUX;461;2;920
36;BAGNEUX;175;2;2859
36;LACS;657;2;1199
36;MIGNY;127;2;867
36;POULIGNY SAINT MARTIN;224;2;1404
36;BUXERETTE;107;2;547
36;JEU LES BOIS;392;2;1378
36;MENETREOLS SOUS VATAN;118;2;778
36;LOURDOUEIX SAINT MICHEL;323;2;602
36;PRUNIERS;521;2;1572
36;POULIGNY SAINT PIERRE;1086;2;983
36;SAINT MICHEL EN BRENNE;324;2;4739
36;SACIERGES SAINT MARTIN;315;2;1032
36;OBTERRE;196;2;609
36;ROSNAY;513;2;6740
36;SEGRY;515;2;627
36;LIGNEROLLES;102;2;593
36;BOMMIERS;301;1;750
36;RIVARENNES;570;1;943
36;BAZAIGES;210;1;941
36;JEU MALOCHES;132;1;581
36;MEUNET SUR VATAN;192;1;1311
36;FREDILLE;71;1;1047
36;LOUROUER SAINT LAURENT;275;1;1471
36;PREUILLY LA VILLE;164;1;1289
36;BONNEUIL;81;1;883
36;CHOUDAY;151;1;989
36;SARZAY;313;1;875
36;FEUSINES;208;1;3297
36;MOUHERS;231;1;667
36;SAINT CIVRAN;144;1;390
36;MAUVIERES;317;1;1379
36;MAILLET;264;1;606
36;CHATRE LANGLIN;535;1;728
36;THIZAY;233;1;1000
36;ANJOUIN;334;1;1051
36;CHALAIS;143;1;513
36;SAINT LACTENCIN;432;1;1846
36;ORVILLE;138;1;2689
36;MOULINS SUR CEPHONS;295;1;989
36;LURAIS;248;1;415
36;SOUGE;143;1;888
36;PREAUX;161;1;374
36;MOSNAY;477;1;566
36;VIJON;306;1;1455
36;BUXEUIL;222;1;813
36;DUNET;102;1;682
36;DIORS;786;1;802
36;CLUIS;1002;1;1386
36;CONDE;244;1;1593
36;MENETOU SUR NAHON;113;1;1493
36;BRIVES;262;1;1682
36;AIZE;115;1;533
36;CHAMPILLET;161;1;1733
36;PEROUILLE;460;1;1023
36;CHASSENEUIL;695;1;1387
36;LYS SAINT GEORGES;224;1;1111
36;SAUZELLES;239;1;1494
36;ROUSSINES;360;1;617
36;BEAULIEU;56;1;593
36;COINGS;851;1;781
36;NERET;195;1;645
36;SAINT GILLES;109;1;551
36;SAINT CHARTIER;517;1;776
36;LYE;755;1;978
36;VOUILLON;236;1;529
36;GIROUX;117;1;617
36;SAINT CYRAN DU JAMBOT;220;1;2244
36;TRANGER;169;1;4413
37;TOURS;136565;2286;2531
37;JOUE LES TOURS;37505;543;1963
37;SAINT CYR SUR LOIRE;15763;320;2580
37;AMBOISE;12761;200;2075
37;CHAMBRAY LES TOURS;11548;194;2300
37;SAINT AVERTIN;14988;187;2526
37;RICHE;10370;185;2346
37;SAINT PIERRE DES CORPS;15866;169;1934
37;FONDETTES;10460;120;2490
37;MONTLOUIS SUR LOIRE;10628;115;2207
37;CHINON;8214;111;1513
37;BALLAN MIRE;7943;101;2483
37;MONTS;7774;89;1996
37;LOCHES;6283;83;1573
37;VEIGNE;6159;79;2193
37;BLERE;5308;70;1886
37;ESVRES;5849;61;2171
37;LUYNES;5143;57;2187
37;MONTBAZON;4202;56;2415
37;AZAY LE RIDEAU;3434;55;1967
37;CHATEAU RENAULT;5019;52;1149
37;MONNAIE;4369;51;2016
37;LANGEAIS;4612;50;1779
37;AZAY SUR CHER;3073;50;1952
37;DESCARTES;3570;50;1022
37;VERETZ;4441;49;2249
37;NAZELLES NEGRON;3575;46;1870
37;NOTRE DAME D OE;4085;46;2264
37;VILLE AUX DAMES;5434;45;2180
37;SAINT MARTIN LE BEAU;3148;45;1936
37;BOURGUEIL;3912;42;1518
37;SAINTE MAURE DE TOURAINE;4285;41;1516
37;SAVONNIERES;3151;39;2525
37;ROCHECORBON;3162;37;2960
37;CINQ MARS LA PILE;3510;36;1749
37;ATHEE SUR CHER;2668;35;1841
37;SAINT BRANCHS;2601;35;1921
37;CHOUZE SUR LOIRE;2080;35;1261
37;MEMBROLLE SUR CHOISILLE;3337;34;2343
37;CROIX EN TOURAINE;2241;33;1765
37;VOUVRAY;3234;33;2150
37;VERNOU SUR BRENNE;2705;32;2194
37;ARTANNES SUR INDRE;2621;31;1815
37;LIGUEIL;2200;31;1132
37;TRUYES;2423;30;1821
37;SAINT ANTOINE DU ROCHER;1714;29;1858
37;SORIGNY;2577;29;2053
37;BEAUMONT EN VERON;2699;29;1466
37;LARCAY;2437;28;2514
37;COTEAUX SUR LOIRE;1918;28;1399
37;SEMBLANCAY;2172;27;1959
37;CORMERY;1777;26;1570
37;CHANCEAUX SUR CHOISILLE;3503;25;2342
37;GENILLE;1526;25;1275
37;AUZOUER EN TOURAINE;2210;25;1530
37;BEAULIEU LES LOCHES;1782;24;1360
37;PARCAY MESLAY;2289;24;2646
37;CIVRAY DE TOURAINE;1842;24;1585
37;AMBILLOU;1816;23;1990
37;TAUXIGNY SAINT BAULD;1665;22;1593
37;CLERE LES PINS;1416;22;1406
37;NEUILLE PONT PIERRE;1969;22;1897
37;LIMERAY;1286;21;1545
37;SAINT PATERNE RACAN;1661;21;1313
37;NOIZAY;1146;21;1912
37;METTRAY;2022;21;2312
37;CHATEAU LA VALLIERE;1777;21;1363
37;AVOINE;1736;20;2282
37;PONT DE RUAN;1157;20;1915
37;HUISMES;1510;19;1318
37;REUGNY;1660;19;1722
37;FRANCUEIL;1372;19;1763
37;BEAUMONT LOUESTAULT;1675;19;1823
37;NEUVY LE ROI;1087;18;1691
37;RICHELIEU;1755;18;1214
37;CHAMBOURG SUR INDRE;1325;18;1451
37;VILLIERS AU BOUIN;758;18;1265
37;GRAND PRESSIGNY;937;17;1089
37;SAINT EPAIN;1557;17;1386
37;CHARGE;1303;17;1935
37;ILE BOUCHARD;1581;17;1175
37;CHEILLE;1804;17;2228
37;SAINT ETIENNE DE CHIGNY;1583;16;1840
37;CHAPELLE SUR LOIRE;1453;16;1252
37;VALLERES;1233;16;2020
37;LUSSAULT SUR LOIRE;764;16;1936
37;SAINT ROCH;1266;16;2346
37;POCE SUR CISSE;1636;16;2150
37;LIGNIERES DE TOURAINE;1299;16;1640
37;RESTIGNE;1264;15;1381
37;THILOUZE;1689;15;2008
37;BOULAY;791;14;1569
37;PERNAY;1325;14;2166
37;CHARENTILLY;1273;14;2693
37;NOYANT DE TOURAINE;1218;14;1694
37;YZEURES SUR CREUSE;1401;14;953
37;BENAIS;931;14;1426
37;LIGRE;1069;13;1322
37;CHANNAY SUR LATHAN;836;13;1346
37;MAZIERES DE TOURAINE;1299;13;1732
37;VILLAINES LES ROCHERS;1060;13;1630
37;ABILLY;1151;13;1127
37;SACHE;1380;13;1795
37;CHISSEAUX;611;13;1350
37;PERRUSSON;1504;13;2518
37;LUZILLE;983;13;1458
37;SONZAY;1395;12;1462
37;ROUZIERS DE TOURAINE;1292;12;1944
37;AZAY SUR INDRE;381;12;1428
37;SAINT GENOUPH;1058;12;1986
37;SOUVIGNE;844;12;2021
37;SAINT FLOVIER;572;12;953
37;MOSNES;809;12;1778
37;SAINT CHRISTOPHE SUR LE NAIS;1126;12;1495
37;VILLEPERDUE;1012;12;1503
37;SAINT OUEN LES VIGNES;1017;12;1922
37;NOUATRE;829;11;1353
37;MANTHELAN;1369;11;1189
37;VILLEDOMER;1384;11;1434
37;COURCAY;813;11;1462
37;SAINT LAURENT EN GATINES;951;11;1430
37;BERTHENAY;716;11;2217
37;NOUANS LES FONTAINES;759;11;894
37;REIGNAC SUR INDRE;1211;11;1448
37;NEUILLE LE LIERRE;805;11;2517
37;SAVIGNE SUR LATHAN;1362;11;1250
37;ORBIGNY;748;11;799
37;LOUANS;634;11;1650
37;CHANCAY;1135;11;1451
37;SEPMES;635;10;1065
37;SAVIGNY EN VERON;1535;10;1377
37;CROUZILLES;540;10;1203
37;DOLUS LE SEC;669;10;1910
37;SAINT BENOIT LA FORET;852;10;1705
37;MARCILLY SUR VIENNE;549;10;1371
37;POUZAY;865;10;1165
37;PANZOULT;573;9;1465
37;FERRIERE SUR BEAULIEU;737;9;1662
37;VILLANDRY;1105;9;1745
37;NOUZILLY;1258;9;1656
37;VILLELOIN COULANGE;615;9;984
37;CHEDIGNY;563;9;1556
37;SAUNAY;692;9;1295
37;CHAPELLE BLANCHE SAINT MARTIN;687;9;1344
37;BETZ LE CHATEAU;573;9;722
37;PREUILLY SUR CLAISE;1003;9;921
37;BREHEMONT;773;9;1314
37;BARROU;478;9;1081
37;CHAPELLE AUX NAUX;571;9;1576
37;LOCHE SUR INDROIS;534;8;947
37;SAINT JEAN SAINT GERMAIN;761;8;1914
37;CANGEY;1068;8;1515
37;DRUYE;961;8;2401
37;BOSSAY SUR CLAISE;763;8;874
37;RIGNY USSE;490;8;1528
37;CONTINVOIR;416;8;945
37;NEUILLY LE BRIGNON;306;8;1411
37;MARRAY;463;8;1906
37;COURCELLES DE TOURAINE;494;8;1304
37;RILLE;311;7;1017
37;HERMITES;572;7;1282
37;CHARNIZAY;502;7;844
37;BOURNAN;273;7;1225
37;SAINT REGLE;567;7;2161
37;RIVARENNES;1016;7;1209
37;CHEMILLE SUR DEME;720;7;1108
37;RIVIERE;714;7;1620
37;SOUVIGNY DE TOURAINE;389;7;1401
37;NEUVILLE SUR BRENNE;896;7;1380
37;SAINT AUBIN LE DEPEINT;304;7;1021
37;DRACHE;745;7;1495
37;BRASLOU;308;7;942
37;DIERRE;602;7;1582
37;CIGOGNE;434;7;1256
37;SAINT GERMAIN SUR VIENNE;381;7;1205
37;CRAVANT LES COTEAUX;684;7;1167
37;EPEIGNE LES BOIS;436;7;1494
37;SAINTE CATHERINE DE FIERBOIS;754;7;1288
37;CELLE SAINT AVANT;1072;7;977
37;RILLY SUR VIENNE;490;6;997
37;SAINT HIPPOLYTE;641;6;1169
37;TOUR SAINT GELIN;527;6;1064
37;CELLE GUENAND;375;6;818
37;DAME MARIE LES BOIS;355;6;1477
37;MONTHODON;618;6;1240
37;CROTELLES;696;6;1800
37;FERRIERE;308;6;1242
37;CERE LA RONDE;451;6;1018
37;MONTREUIL EN TOURAINE;835;6;1446
37;CHENONCEAUX;347;6;3267
37;SAINT NICOLAS DE BOURGUEIL;1112;6;1405
37;AVON LES ROCHES;548;6;1390
37;LOUROUX;525;6;1577
37;HOMMES;892;6;1161
37;TROGUES;317;6;1230
37;PARCAY SUR VIENNE;647;6;1490
37;CHAMPIGNY SUR VEUDE;863;5;944
37;PAULMY;232;5;678
37;ANCHE;415;5;1284
37;TAVANT;265;5;1720
37;MARCAY;512;5;1213
37;AVRILLE LES PONCEAUX;487;5;1496
37;BRECHES;274;5;1605
37;CHEMILLE SUR INDROIS;215;5;1160
37;CUSSAY;574;5;888
37;COUESMES;482;5;1724
37;BEAUMONT VILLAGE;270;5;1475
37;VOU;202;5;1347
37;ROCHE CLERMAULT;513;5;1791
37;ASSAY;163;5;1113
37;BOSSEE;331;5;1398
37;SAINT QUENTIN SUR INDROIS;512;5;1388
37;VERNEUIL SUR INDRE;486;5;1432
37;AUTRECHE;429;5;1495
37;LERNE;298;4;1161
37;CERELLES;1190;4;1882
37;CIVRAY SUR ESVES;203;4;1447
37;CHAVEIGNES;554;4;1375
37;ANTOGNY LE TILLAC;513;4;802
37;MARIGNY MARMANDE;588;4;938
37;CHAMBON;321;4;814
37;VILLEBOURG;296;4;1123
37;FERRIERE LARCON;250;4;1088
37;MAILLE;579;4;1946
37;ESVES LE MOUTIER;149;4;622
37;GIZEUX;400;4;1433
37;PETIT PRESSIGNY;333;4;1179
37;SAINT NICOLAS DES MOTETS;268;4;1750
37;MONTRESOR;351;3;1739
37;CANDES SAINT MARTIN;212;3;1439
37;LUZE;256;3;1148
37;TOURNON SAINT PIERRE;455;3;757
37;THIZAY;282;3;1299
37;SEUILLY;346;3;1012
37;LEMERE;512;3;1359
37;CHAUMUSSAY;226;3;1082
37;CINAIS;423;3;1429
37;MOUZAY;477;3;1123
37;BOUSSAY;234;3;1147
37;PORTS;355;3;1046
37;BRIDORE;527;3;881
37;SAINT SENOCH;559;3;1185
37;JAULNAY;261;3;778
37;GUERCHE;183;2;569
37;BRIZAY;289;2;885
37;BRAYE SOUS FAYE;325;2;1093
37;MARCE SUR ESVES;244;2;1424
37;BUEIL EN TOURAINE;318;2;849
37;SAZILLY;239;2;1570
37;CIRAN;417;2;1385
37;EPEIGNE SUR DEME;165;2;1566
37;SUBLAINES;196;2;1722
37;MORAND;352;2;1386
37;SAINT LAURENT DE LIN;322;2;2306
37;CHEZELLES;135;2;641
37;COURCOUE;262;2;1243
37;VERNEUIL LE CHATEAU;127;2;1684
37;PUSSIGNY;169;1;753
37;CHANCEAUX PRES LOCHES;134;1;1356
37;RAZINES;238;1;430
37;VARENNES;246;1;1154
37;NEUIL;438;1;2048
37;BRAYE SUR MAULNE;175;1;1036
37;THENEUIL;297;1;1177
37;COUZIERS;118;1;1216
37;LUBLE;145;1;387
37;MARCILLY SUR MAULNE;236;1;4284
37;FAYE LA VINEUSE;255;1;500
37;LIEGE;361;1;1300
38;GRENOBLE;158180;1226;2386
38;DEUX ALPES;1905;258;3323
38;FONTAINE;22411;249;1987
38;VILLARD DE LANS;4208;219;2547
38;SAINT MARTIN D HERES;38634;193;2254
38;ECHIROLLES;35855;181;1882
38;HUEZ;1303;176;4814
38;SEYSSINET PARISET;11981;147;2272
38;VOIRON;20209;144;2334
38;SASSENAGE;11372;135;2548
38;PONT DE CLAIX;10698;97;1698
38;MEYLAN;17115;96;3283
38;SAINT EGREVE;15902;89;2656
38;VIF;8372;85;2921
38;CLAIX;8029;71;3198
38;SEYSSINS;7352;66;3236
38;EYBENS;10391;64;2945
38;VARCES ALLIERES ET RISSET;8278;60;3176
38;BOURGOIN JALLIEU;27651;53;2129
38;MURE;4970;52;1483
38;VOREPPE;9356;50;2574
38;AUTRANS MEAUDRE EN VERCORS;2969;47;2667
38;GRESSE EN VERCORS;396;46;1735
38;CHAMROUSSE;441;44;2096
38;LANS EN VERCORS;2645;41;3681
38;SAINT MARCELLIN;8015;40;1625
38;SAINT ISMIER;6907;39;3869
38;TRONCHE;6644;38;3209
38;ALLEVARD;4148;38;1899
38;VIZILLE;7428;38;2187
38;VILLARD BONNOT;7102;37;2504
38;BOURG D OISANS;3259;37;2309
38;VAULNAVEYS LE HAUT;3725;37;2731
38;CROLLES;8296;35;3350
38;GIERES;6601;35;3008
38;SAINT MARTIN LE VINOUX;5757;34;2294
38;PONTCHARRA;7228;33;2218
38;DOMENE;6742;29;2407
38;CORENC;3996;28;3898
38;SAINT MARTIN D URIAGE;5416;26;2926
38;ALLEMOND;989;25;2319
38;AURIS;196;25;2195
38;NOYAREY;2240;23;2371
38;TENCIN;2079;23;2537
38;MONTBONNOT SAINT MARTIN;5015;22;4110
38;CORRENCON EN VERCORS;351;22;2655
38;MOIRANS;8042;22;2201
38;SAINT PAUL DE VARCES;2186;21;2986
38;CRETS EN BELLEDONNE;3379;21;2187
38;TOUVET;3256;21;2509
38;SAINT LAURENT DU PONT;4540;21;1664
38;BUISSE;3133;20;2631
38;COUBLEVIE;4668;20;2820
38;MONESTIER DE CLERMONT;1427;18;2049
38;SAINT NAZAIRE LES EYMES;2967;18;3419
38;MOTTE D AVEILLANS;1724;18;1595
38;GONCELIN;2379;17;2209
38;MORTE;130;17;2241
38;VINAY;4217;17;2008
38;FONTANIL CORNILLON;2722;16;3293
38;TOUR DU PIN;8023;16;1566
38;ADRETS;1004;16;2454
38;GUA;1796;16;2215
38;TIGNIEU JAMEYZIEU;7145;15;2506
38;RIVES;6355;15;2268
38;PIERRE CHATEL;1500;15;1675
38;VERSOUD;4797;14;3043
38;OZ;247;14;3474
38;FROGES;3300;13;2586
38;SAINT ETIENNE DE CROSSEY;2546;13;2381
38;BERNIN;3097;13;3159
38;SAINT GEORGES DE COMMIERS;2145;12;2522
38;SAINT SIMEON DE BRESSIEUX;2882;12;1505
38;CHAPAREILLAN;3007;12;2131
38;SAINT NIZIER DU MOUCHEROTTE;1105;12;3045
38;BIVIERS;2322;11;3985
38;SAINT ETIENNE DE SAINT GEOIRS;3242;11;1609
38;CHAMP SUR DRAC;3020;11;2677
38;MENS;1397;11;1320
38;SAINT ROMAIN DE JALIONAS;3252;10;3049
38;CREMIEU;3297;10;2372
38;VAUJANY;322;10;5076
38;ABRETS EN DAUPHINE;6289;10;1439
38;SAINT JEAN DE MOIRANS;3482;10;2005
38;POISAT;2208;10;3294
38;RUY MONTCEAU;4471;10;2607
38;TULLINS;7679;10;2147
38;CHIRENS;2332;9;2184
38;ENTRE DEUX GUIERS;1709;9;2167
38;APPRIEU;3280;9;2168
38;SAINT MICHEL LES PORTES;269;9;2040
38;PONT DE BEAUVOISIN;3602;9;1866
38;JARRIE;3734;9;2934
38;SAINT HONORE;810;9;1190
38;LUMBIN;2129;9;3132
38;CORPS;483;8;1317
38;SUSVILLE;1292;8;1834
38;AVENIERES VEYRINS THUELLIN;7712;8;1985
38;TERRASSE;2554;8;2621
38;SAINT LAURENT EN BEAUMONT;466;8;1523
38;BARRAUX;1885;8;2627
38;MONTEYNARD;492;8;2861
38;BRIE ET ANGONNES;2553;8;2873
38;CESSIEU;2935;7;1889
38;DOLOMIEU;3123;7;2018
38;CHEYLAS;2586;7;3015
38;VIRIVILLE;1638;7;1841
38;MORESTEL;4425;7;1826
38;SAINT PIERRE DE CHARTREUSE;1041;7;1884
38;LIVET ET GAVET;1304;7;1345
38;BREZINS;2078;7;1848
38;SAINT CLAIR DE LA TOUR;3395;7;1988
38;NOTRE DAME DE MESAGE;1164;7;2529
38;HERBEYS;1360;7;3260
38;HAUT BREDA;403;7;1439
38;SAINT JEAN D HERANS;292;7;1400
38;MONTALIEU VERCIEU;3379;6;1931
38;VIENNE;29454;6;2024
38;ISLE D ABEAU;16074;6;2376
38;VENON;721;6;3621
38;SAINT THEOFFREY;513;6;1929
38;SAINT SAVIN;4037;6;2114
38;SURE EN CHARTREUSE;991;6;2270
38;SAINT VINCENT DE MERCUZE;1500;6;2061
38;NOTRE DAME DE VAULX;503;6;1469
38;SAINT SAUVEUR;2091;5;1565
38;CREYS MEPIEU;1523;5;1721
38;VOUREY;1710;5;2037
38;PLATEAU DES PETITES ROCHES;2460;5;2375
38;RENAGE;3532;5;2153
38;SAINT BAUDILLE ET PIPET;256;5;2048
38;SAINT JOSEPH DE RIVIERE;1217;5;1679
38;VEUREY VOROIZE;1440;5;2424
38;BUISSIERE;665;4;2368
38;MOTTE SAINT MARTIN;440;4;1397
38;FRETTE;1112;4;2132
38;SINARD;677;4;2588
38;TREPT;2106;4;1907
38;MIRIBEL LES ECHELLES;1720;4;2775
38;CHARAVINES;1952;4;2072
38;BRESSON;684;4;3130
38;OPTEVOZ;840;4;2072
38;SAPPEY EN CHARTREUSE;1113;4;3032
38;BOUVESSE QUIRIEU;1516;4;1976
38;MARCILLOLES;1071;4;1151
38;MURETTE;1907;4;2461
38;SAINT GEOIRE EN VALDAINE;2408;4;1296
38;GRAND LEMPS;3096;4;2537
38;SAINT ANDRE LE GAZ;2807;4;1686
38;CLELLES;557;4;1655
38;SAINT DIDIER DE LA TOUR;2020;4;2143
38;CHATTE;2493;4;1805
38;SECHILIENNE;1038;4;2197
38;SAINT JUST DE CLAIX;1182;4;1490
38;SAINT JEAN DE SOUDAIN;1576;4;2600
38;THEYS;1958;4;2924
38;SALAGNON;1404;4;1659
38;PANOSSAS;679;4;2532
38;ALBENC;1208;4;1956
38;SAINT JEAN DE VAULX;533;4;1748
38;SILLANS;1897;4;2106
38;SAINT CHEF;3618;4;2709
38;BIZONNES;948;3;1171
38;CHIMILIN;1473;3;1901
38;VAULNAVEYS LE BAS;1265;3;3505
38;QUAIX EN CHARTREUSE;900;3;4165
38;DIZIMIEU;842;3;3365
38;VARACIEUX;867;3;1816
38;NIVOLAS VERMELLE;2604;3;1632
38;VALJOUFFREY;138;3;1119
38;SAINT PIERRE D ENTREMONT;564;3;1847
38;NANTES EN RATIER;465;3;1698
38;LAVAL;986;3;2448
38;TREFFORT;283;3;2292
38;HEYRIEUX;4695;3;2372
38;CHAPELLE DU BARD;564;3;1931
38;VALBONNAIS;498;3;2170
38;SAINT MARTIN DE LA CLUZE;713;3;2623
38;PRESSINS;1152;3;2135
38;RIVIERE;758;3;1436
38;SONE;581;3;1892
38;VERTRIEU;653;3;1332
38;IZERON;714;3;2584
38;SAINT NICOLAS DE MACHERIN;933;3;2493
38;ENGINS;469;3;2117
38;SAINT HILAIRE DU ROSIER;1903;3;1765
38;MIRIBEL LANCHATRE;422;3;1445
38;POLIENAS;1176;3;2040
38;SAINT QUENTIN SUR ISERE;1423;3;2640
38;LAVALDENS;157;3;1398
38;SAINT AUPRE;1127;3;2701
38;HIERES SUR AMBY;1219;3;1788
38;CHATEL EN TRIEVES;452;3;2229
38;PEAGE DE ROUSSILLON;6652;3;1906
38;AOSTE;2873;3;1992
38;VILLEFONTAINE;18653;3;1992
38;ENTRAIGUES;234;3;1596
38;FRONTONAS;2049;3;2599
38;EPARRES;992;3;2006
38;SAINT MARCEL BEL ACCUEIL;1374;3;2140
38;BATIE MONTGASCON;1904;3;1135
38;CHICHILIANNE;295;3;1122
38;CHATEAU BERNARD;272;2;1559
38;VILLARD NOTRE DAME;26;2;1835
38;SAINT ANDEOL;123;2;1786
38;BEAUFORT;556;2;1741
38;VENERIEU;799;2;4040
38;OYEU;981;2;1458
38;CHARETTE;463;2;1909
38;PONSONNAS;288;2;2008
38;EYZIN PINET;2228;2;1668
38;SAINT CHRISTOPHE SUR GUIERS;848;2;1539
38;PLAN;258;2;505
38;ECLOSE BADINIERES;1404;2;2320
38;SAINT PAUL LES MONESTIER;263;2;1689
38;MURINAIS;388;2;962
38;COMBE DE LANCEY;697;2;2613
38;LALLEY;197;2;1897
38;CHAPELLE DE LA TOUR;1767;2;2164
38;SARDIEU;1110;2;1764
38;CHAMP PRES FROGES;1209;2;2075
38;MONESTIER DU PERCY;250;2;682
38;ARANDON PASSINS;1797;2;2447
38;MONTFERRAT;1763;2;1858
38;LAVARS;149;2;1840
38;SAINT APPOLINARD;404;2;1861
38;SAINT BLAISE DU BUIS;1041;2;2063
38;PONT EVEQUE;5213;2;1356
38;SAINTE AGNES;567;2;3246
38;FORTERESSE;323;2;1909
38;VILLARD SAINT CHRISTOPHE;406;2;1177
38;SATOLAS ET BONCE;2404;2;2308
38;MONTAGNIEU;1054;2;2092
38;DOISSIN;886;2;1275
38;CHABONS;2086;2;1813
38;VILLARD RECULAS;56;2;3040
38;BIOL;1402;2;2093
38;FOUR;1495;2;1834
38;VAULX MILIEU;2532;2;2429
38;NOTRE DAME DE L OSIER;485;2;1921
38;ROCHETOIRIN;1124;2;2210
38;TREMINIS;180;2;1017
38;PIERRE;579;2;2188
38;VAL DE VIRIEU;1558;2;1578
38;CHATEAUVILAIN;711;2;1701
38;TORCHEFELON;726;2;909
38;BEAUCROISSANT;1652;2;2228
38;IZEAUX;2150;2;2458
38;SAINT JUST CHALEYSSIN;2526;2;3811
38;VEYSSILIEU;336;2;2893
38;COURTENAY;1276;2;1027
38;CHASSE SUR RHONE;5968;2;3131
38;SAINT BONNET DE CHAVAGNE;628;2;1208
38;QUET EN BEAUMONT;67;2;682
38;CHORANCHE;121;2;1459
38;GARDE;98;2;1146
38;VILLAGES DU LAC DE PALADRU;2463;2;1612
38;CHAMPAGNIER;1235;2;3606
38;CHAMAGNIEU;1651;2;2814
38;REAUMONT;1033;2;2434
38;MERLAS;494;2;1353
38;SALLE EN BEAUMONT;322;2;1706
38;MARCOLLIN;668;2;2029
38;ROISSARD;300;1;2026
38;SIEVOZ;138;1;1202
38;FRENEY D OISANS;252;1;955
38;SAINT ALBAN DE ROCHE;1908;1;2667
38;CHOZEAU;1047;1;2697
38;PROVEYSIEUX;505;1;2492
38;PREBOIS;166;1;1324
38;SOLEYMIEU;773;1;2836
38;CHELIEU;674;1;2143
38;MONTSEVEROUX;957;1;2695
38;MAYRES SAVEL;108;1;1512
38;PELLAFOL;136;1;2096
38;BESSE;129;1;1415
38;ROCHES DE CONDRIEU;1977;1;2832
38;MORAS;507;1;1717
38;SUCCIEU;733;1;2143
38;SAINT ONDRAS;631;1;1568
38;ROVON;610;1;1362
38;SICCIEU SAINT JULIEN ET CARISIEU;591;1;2249
38;SAINT BAUDILLE DE LA TOUR;806;1;1833
38;VILLEMOIRIEU;1867;1;2783
38;MEYSSIEZ;634;1;2150
38;ORIS EN RATTIER;116;1;1417
38;BEVENAIS;1000;1;1957
38;BEAUVOIR DE MARC;1132;1;2428
38;SAINT CASSIEN;1148;1;1942
38;MEYRIEU LES ETANGS;991;1;1570
38;GRANIEU;491;1;2241
38;COTES DE CORPS;68;1;1083
38;BEAUREPAIRE;4906;1;1282
38;CHAVANOZ;4608;1;1970
38;BESSINS;119;1;479
38;SAINT PIERRE DE BRESSIEUX;763;1;1032
38;NOTRE DAME DE COMMIERS;498;1;2474
38;SAINT JEAN D AVELANNE;955;1;578
38;CHANTEPERIER;210;1;1638
38;CRAS;443;1;1508
38;SALAISE SUR SANNE;4542;1;712
